#cb_types.txt;;;;;;;;;;;;;;
establish_protectorate_casus_belli_desc;Annex an �Yuncivilized country�W by forcing them to become a protectorate of ours.;Annexez un �Ypays non civilis�W en l'obligeant � devenir l'un de nos protectorats.;Annektieren Sie ein �Yunzivilisiertes Land�W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_casus_belli_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en �tablissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gr�ndung eines Protektorats.;;;;;;;;;;;
establish_protectorate_NI_casus_belli;Establish Protectorate;�tablir un protectorat;Protektorat gr�nden;;;;;;;;;;;
establish_protectorate_NI_casus_belli_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_NI_casus_belli_desc;Annex an �Yuncivilized country�W by forcing them to become a protectorate of ours.;Annexez un �Ypays non civilis�W en l'obligeant � devenir l'un de nos protectorats.;Annektieren Sie ein �Yunzivilisiertes Land�W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_NI_casus_belli_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en �tablissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gr�ndung eines Protektorats.;;;;;;;;;;;
establish_protectorate_BC_casus_belli;Establish Protectorate;�tablir un protectorat;Protektorat gr�nden;;;;;;;;;;;
establish_protectorate_BC_casus_belli_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_BC_casus_belli_desc;Annex an �Yuncivilized country�W by forcing them to become a protectorate of ours.;Annexez un �Ypays non civilis�W en l'obligeant � devenir l'un de nos protectorats.;Annektieren Sie ein �Yunzivilisiertes Land�W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_BC_casus_belli_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en �tablissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gr�ndung eines Protektorats.;;;;;;;;;;;
status_quo;Status Quo;;;;;;;;;;;;;
status_quo_short;Status Quo;Statu quo;Status Quo;;;;;;;;;;;
status_quo_desc;Attempt to intervene in a war, neglecting any side to fulfill their �Ywargoals�W;Tenter de participer � une guerre en n�gligeant les diff�rents camps pour atteindre les �Yobjectifs de guerre�W;Versuchen Sie, in einen Krieg zu intervenieren und beiden Seiten die Erreichung ihrer �YKriegsziele�W zu verwehren.;;;;;;;;;;;
status_quo_setup;All we ask is to be left alone;Nous demandons juste � ce qu'on nous laisse tranquilles.;Wir wollen nur in Ruhe gelassen werden.;;;;;;;;;;;
great_war_install_democracy;Install Democracy;Installez la d�mocratie;Verursachen Sie Demokratie;;;;;;;;;;;
great_war_install_democracy_short;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
great_war_install_democracy_desc;Install a �Yfriendly democracy�W in the country's capital;Install a �Yfriendly democracy�W in the target country's capital;Install a �Yfriendly democracy�W in the target country's capital;;;;;;;;;;;
great_war_install_democracy_setup;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
great_war_install_fascism;Install Fascism;Installez le fascisme;Bringen Sie Faschismus an;;;;;;;;;;;
great_war_install_fascism_short;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
great_war_install_fascism_desc;Install a �Yfriendly fascist government�W in the country's capital;Install a �Yfriendly fascist government�W in the country's capital;Install a �Yfriendly fascist government�W in the country's capital;;;;;;;;;;;
great_war_install_fascism_setup;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
great_war_install_communism;Install Communism;Installez le communisme;Bringen Sie Kommunismus an;;;;;;;;;;;
great_war_install_communism_short;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
great_war_install_communism_desc;Install a �Yfriendly communist government�W in the country's capital;Install a �Yfriendly communist government�W in the country's capital;Install a �Yfriendly communist government�W in the country's capital;;;;;;;;;;;
great_war_install_communism_setup;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
install_democracy;Install Democracy;Installez la d�mocratie;Verursachen Sie Demokratie;;;;;;;;;;;
install_democracy_short;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
install_democracy_desc;Install a �Yfriendly democracy�W in the country's capital;Install a �Yfriendly democracy�W in the target country's capital;Install a �Yfriendly democracy�W in the target country's capital;;;;;;;;;;;
install_democracy_setup;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
install_fascism;Install Fascism;Installez le fascisme;Bringen Sie Faschismus an;;;;;;;;;;;
install_fascism_short;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
install_fascism_desc;Install a �Yfriendly fascist government�W in the country's capital;Install a �Yfriendly fascist government�W in the country's capital;Install a �Yfriendly fascist government�W in the country's capital;;;;;;;;;;;
install_fascism_setup;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
install_communism;Install Communism;Installez le communisme;Bringen Sie Kommunismus an;;;;;;;;;;;
install_communism_short;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
install_communism_desc;Install a �Yfriendly communist government�W in the country's capital;Install a �Yfriendly communist government�W in the country's capital;Install a �Yfriendly communist government�W in the country's capital;;;;;;;;;;;
install_communism_setup;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
call_allies_cb;Call Allies;;;;;;;;;;;;;
call_allies_cb_short;Call Allies;;;;;;;;;;;;;
call_allies_cb_desc;Call Allies;;;;;;;;;;;;;
call_allies_cb_setup;Call Allies;;;;;;;;;;;;;
acquire_any_state;Acquire State;Prendre territoire cl�;Kernprovinz erwerben;;;;;;;;;;;
acquire_any_state_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
acquire_any_state_desc;Aquire an enemy �Ystate�W;Prendre un �Y�tat�W ennemi o� nous avons des �Yprovinces principales�W;Erobern Sie einen feindlichen �YStaat�W, in dem wir �YKernprovinzen�W haben.;;;;;;;;;;;
acquire_any_state_setup;Acquire $STATE$ from $RECIPIENT$;Prendre �tat cl� $STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
conquest_any;Conquest;;;;;;;;;;;;;
conquest_any_short;Annex $RECIPIENT$;;;;;;;;;;;;;
conquest_any_desc;Conquer an �Yenemy country�W;;;;;;;;;;;;;
conquest_any_setup;Annex $RECIPIENT$;;;;;;;;;;;;;
hre_unification;Imperial Authority;;;;;;;;;;;;;
hre_unification_short;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
hre_unification_desc;We have to beat our ennemies and unify the HRE under our authority !;;;;;;;;;;;;;
hre_unification_setup;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
hre_unification2;Imperial Authority;;;;;;;;;;;;;
hre_unification2_short;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
hre_unification2_desc;We have to beat our ennemies and unify the HRE under our authority !;;;;;;;;;;;;;
hre_unification2_setup;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
annex_india_AI;Scramble for India - Demand State;;;;;;;;;;;;x
annex_india_AI_desc;Force an �Yuncivilized country�W to secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_AI_setup;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_AI_short;Demand $STATE$;;;;;;;;;;;;x
annex_india_full_AI;Scramble for India - Annex;;;;;;;;;;;;x
annex_india_full_AI_desc;Force an �Yuncivilized country�W to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_full_AI_setup;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_full_AI_short;Annex $RECIPIENT$;;;;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$ War of $FIRST$ Aggression;$ORDER$ Offensive Militaire $FIRST$;$ORDER$ $FIRST$ Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;Guerra $ORDER$$FIRST$-$SECOND$;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ h�bor�;$ORDER$$FIRST$-$SECOND$ v�lka;;;;;;
NORMAL_WAR_DISMANTLE_NAME;$ORDER$$FIRST$ War to Dismantle the $SECOND$ Empire;Grande Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Gr��er Krieg;Baza;Base:;Base:;Alap:;Z�kladna:;;;;;;
AGRESSION_WAR_NAME;$ORDER$War of $FIRST$ Aggression;$ORDER$ Offensive Militaire $FIRST$;$ORDER$ $FIRST$ Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;Guerra $ORDER$$FIRST$-$SECOND$;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ h�bor�;$ORDER$$FIRST$-$SECOND$ v�lka;;;;;;
NORMAL_WAR_NAME;$ORDER$$FIRST$-$SECOND$ War;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Baza;Base:;Base:;Alap:;Z�kladna:;;;;;;
NORMAL_WAR_NAME_ENG_USA;$ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;;
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ Aggression for $STATE$;$ORDER$$FIRST$ aggression pour $STATE$;$ORDER$$FIRST$ Aggression um $STATE$;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ lib�ration de $STATE$;$ORDER$$FIRST$ Befreiung von $STATE$;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_GON;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_TIG;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_SHW;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_TIG;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_SHW;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_GON;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$FIRST$ Liberation of $STATE$;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$War of $FIRST$ Liberation;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$Mexican-American War;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME;$ORDER$War of $FIRST$ Liberation;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$Mexican-American War;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ lib�ration de $STATE$;$ORDER$$FIRST$ Befreiung von $STATE$;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ lib�ration de $STATE$;$ORDER$$FIRST$ Befreiung von $STATE$;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST$ Civil War;$ORDER$ guerre civile $FIRST$;$ORDER$$FIRST$ B�rgerkrieg;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$Taiping Rebellion;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME;$ORDER$$FIRST$ Civil War;$ORDER$ guerre civile $FIRST$;$ORDER$$FIRST$ B�rgerkrieg;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SAT;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_CHO;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_TOS;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_KAG;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SEN;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_YZW;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_USA_FSA;$ORDER$American Civil War;$ORDER$ guerre de r�bellion;$ORDER$Rebellionskrieg;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_NEJ_HAL;$ORDER$War of Arabian Domination;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_HAL_NEJ;$ORDER$War of Arabian Domination;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_QNG_TPG;$ORDER$Taiping Rebellion;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ lib�ration de $SECOND_COUNTRY$;$ORDER$ $FIRST$ Befreiung von $SECOND_COUNTRY$;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ lib�ration de $SECOND_COUNTRY$;$ORDER$ $FIRST$ Befreiung von $SECOND_COUNTRY$;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ r�tablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$ Wiederherstellung der Ordnung in den $SECOND$ Provinzen;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$ Platine War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ r�tablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$ Wiederherstellung der Ordnung in den $SECOND$ Provinzen;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_TRN;$ORDER$Boer War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_ORA;$ORDER$Boer War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_NAL;$ORDER$Boer War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_GON;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_TIG;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_SHW;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_TIG;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_SHW;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_GON;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$ Platine War;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$War of $SECOND$ Subjugation;$ORDER$ guerre de la subjugation $SECOND$;$ORDER$Krieg der $SECOND$ Unterjochung;;;;;;;;;;;
NORMAL_WAR_ADD_SPHERE_NAME;$ORDER$War of $SECOND$ Submission;$ORDER$ guerre de la soumission $SECOND$;$ORDER$Krieg der $SECOND$ Unterwerfung;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;Der $FIRST$-$SECOND$ Bruderkrieg;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;Der $FIRST$-$SECOND$ Bruderkrieg;;;;;;;;;;;
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$FIRST$-$SECOND$ War over $COUNTRY$;$ORDER$ guerre $FIRST$-$SECOND$ pour $COUNTRY$;$ORDER$$FIRST$-$SECOND$ Krieg um $COUNTRY$;;;;;;;;;;;
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ War;$ORDER$ guerre de $COUNTRY$;$ORDER$$COUNTRY$ Krieg;;;;;;;;;;;
AGRESSION_WAR_FREE_NAME;$ORDER$$FIRST$ War of Propping up $COUNTRY$;$ORDER$$FIRST$ guerre de soutien de $COUNTRY$;$ORDER$$FIRST$ Krieg zur Absicherung von $COUNTRY$;;;;;;;;;;;
NORMAL_WAR_FREE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Freedom;$ORDER$$FIRST$ guerre de la libert� $COUNTRY_ADJ$;$ORDER$$FIRST$ $COUNTRY_ADJ$ Freiheitskrieg;;;;;;;;;;;
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Restoration;;;;;;;;;;;;;
NORMAL_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Restoration;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$War of $FIRST$ Aggression;$ORDER$$FIRST$ guerre d'aggression;$ORDER$$FIRST$er Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;$ORDER$Guerra de $FIRST$ agresi�n;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ h�bor�;$ORDER$$FIRST$-$SECOND$ v�lka;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$Crimean War;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST$-$SECOND$ War;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$er Krieg;Baza;Guerra $ORDER$$FIRST$-$SECOND$;Base:;Alap:;Z�kladna:;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$Crimean War;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$FIRST$ War to Humiliate $SECOND$;$ORDER$ guerre pour l'honneur $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg der Ehre;;;;;;;;;;;
AGRESSION_WAR_COLONIAL_NAME;$ORDER$$FIRST$ Colonial War for $STATE$;$ORDER$$FIRST$ guerre coloniale pour $STATE$;$ORDER$$FIRST$ Kolonialkrieg um $STATE$;;;;;;;;;;;
NORMAL_WAR_COLONIAL_NAME;$ORDER$$FIRST$ Colonial Conquest of $STATE$;$ORDER$$FIRST$ conqu�te coloniale de $STATE$;$ORDER$$FIRST$ Kolonialeroberung von $STATE$;;;;;;;;;;;
AGRESSION_WAR_TAKE_NAME;$ORDER$$FIRST$ War of $STATE$;$ORDER$$FIRST$ guerre de $STATE$;$ORDER$$FIRST$ Krieg von $STATE$;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME;$ORDER$$FIRST$ Conquest of $STATE$;$ORDER$$FIRST$ conqu�te de $STATE$;$ORDER$$FIRST$ Eroberung von $STATE$;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_QNG;$ORDER$Opium War;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$FIRST$ Conquest of $STATE$;;;;;;;;;;;;;
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$$FIRST$-$SECOND$ War of Chinese Reunification;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Baza;Base:;Base:;Alap:;Z�kladna:;;;;;;
NORMAL_WAR_CHINA_REUNIFICATION;$ORDER$$FIRST$-$SECOND$ War of Chinese Reunification;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Baza;Base:;Base:;Alap:;Z�kladna:;;;;;;
AGRESSION_WAR_CONCESSION_NAME;$ORDER$ War of The $STATE$ Concession;$ORDER$ Guerre de concession de $STATE$;$ORDER$ Krieg der $STATE$-Konzession;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME;$ORDER$ War of The $STATE$ Concession;$ORDER$ Guerre de concession de $STATE$;$ORDER$ Krieg der $STATE$-Konzession;;;;;;;;;;;
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ War of $SECOND$ Containment;$ORDER$$FIRST$ guerre de confinement $SECOND$;$ORDER$$FIRST$ Krieg der $SECOND$ Beherrschung;;;;;;;;;;;
NORMAL_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ War of $SECOND$ Containment;$ORDER$$FIRST$ guerre de confinement $SECOND$;$ORDER$$FIRST$ Krieg der $SECOND$ Beherrschung;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME;$ORDER$War of $FIRST$ Aggression against $SECOND_COUNTRY$;$ORDER$ guerre de l'aggression $FIRST$ sur $SECOND$;$ORDER$Krieg der $FIRST$ Aggression gegen $SECOND$;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME;$ORDER$Conquest of $SECOND$ War;$ORDER$ conqu�te de la guerre $SECOND$;$ORDER$Eroberung des $SECOND$ Krieges;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$ �bernahme von $FIRST$ $SECOND_COUNTRY$;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$ �bernahme von $FIRST$ $SECOND_COUNTRY$;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;$ORDER$ guerre de $FIRST$ pour le contr�le de $SECOND_COUNTRY$;$ORDER$ Krieg um die Kontrolle von $FIRST$ �ber $SECOND_COUNTRY$;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;$ORDER$Romanian War of Independence;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;$ORDER$Irish War of Independence;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUR_EGY;$ORDER$Oriental Crisis;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUR_ROM;$ORDER$Romanian War of Independence;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_IRE;$ORDER$Irish War of Independence;;;;;;;;;;;;;
restore_byzantine_empire;Acquire Byzantine Core;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
restore_byzantine_empire_desc;Aquire an enemy �Ystate�W where Byzantium has �Ytraditionally ruled�W;;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;
restore_byzantine_empire_short;Acquire $STATE$;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
restore_byzantine_empire_setup;Acquire core $STATE$ from $RECIPIENT$;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,